STT,Code,Diali,GDCD,Hoahoc,KHTN,KHXH,LichSu,Ngoaingu,Nguvan,Sinhhoc,Toan,Vatli,City
542314,2002779,,,5.5,5,,,7.2,6.5,4.75,6.8,4.75,2
542315,2002780,,,4.25,5.25,,,6.4,7.25,4.25,8.6,7.25,2
542316,2002781,,,7.25,6.67,,,8.2,7.25,5.25,9,7.5,2
542317,2002782,6.25,8,,,6.83,6.25,6.2,6.25,,6,,2
542318,2002783,,,7.75,7,,,5.8,6.75,5.25,9,8,2
542319,2002784,7.5,8.75,,,7.67,6.75,7.4,7,,6.8,,2
542320,2002785,,,4.75,5.67,,,5,7,5.5,7.8,6.75,2
542321,2002786,6.25,8.25,,,6.42,4.75,8.2,7.25,,6.8,,2
542322,2002787,7,5,,,5.42,4.25,6.2,6.5,,6.4,,2
542323,2002788,,,3.75,4.92,,,5,6.5,5,7,6,2
542324,2002789,6.5,7.25,,,5.75,3.5,5,6.75,,7,,2
542325,2002790,,,7,6.58,,,4,6.5,4.5,8.2,8.25,2
542326,2002791,,,7.25,7.33,,,7.8,7.5,7.5,8.8,7.25,2
542327,2002792,8.25,8,,,7.33,5.75,7,6.25,,7.4,,2
542328,2002793,,,8,7.08,,,7.8,6.25,5.25,7.6,8,2
542329,2002794,7.75,9.25,,,8,7,9.8,7,,8.4,,2
542330,2002795,,,5,5.25,,,6.4,6.5,5.25,7.2,5.5,2
542331,2002796,8.75,8.25,,,7.75,6.25,7.4,6.75,,8,,2
542332,2002797,,,6.75,7.33,,,9.6,5.25,7.5,8.2,7.75,2
542333,2002798,6.25,7.5,,,6.25,5,5.6,6,,7.8,,2
542334,2002799,,,6.5,5.42,,,3.8,6.25,4.5,8.8,5.25,2
542335,2002800,6.25,8.5,,,6.42,4.5,7.4,7.75,,6.2,,2
542336,2002801,,,7,6.75,,,7.4,6,6,7.2,7.25,2
542337,2002802,,,7,6.42,,,6.2,6.5,4.75,8,7.5,2
542338,2002803,,,6.5,6.17,,,6.6,6.5,5,8,7,2
542339,2002804,,,8,7,,,5.4,5,5.25,8,7.75,2
542340,2002805,7,8.25,,,7,5.75,3.4,7.25,,6.6,,2
542341,2002806,,,6,5.33,,,3.6,6.75,4.75,8.2,5.25,2
542342,2002807,,,7.25,7,,,6,7,5.75,8.6,8,2
542343,2002808,7,8.75,,,8.08,8.5,8,8.25,,7.2,,2
542344,2002809,,,3.75,4.42,,,7.4,4.5,3,8,6.5,2
542345,2002810,7.75,9.25,,,8.08,7.25,9.2,8.5,,9.2,,2
542346,2002811,7.5,9.5,,,7.5,5.5,8,8,,8.6,,2
542347,2002812,7,7.5,,,6.33,4.5,5,6.5,,7.4,,2
542348,2002813,,,7.25,5.92,,,5,6.75,5,7,5.5,2
542349,2002814,,,7.75,6.92,,,6.4,5.5,5.75,7.6,7.25,2
542350,2002815,,,5.75,6.92,,,5.4,7.25,6.25,9.2,8.75,2
542351,2002816,,,8.5,7.83,,,9.6,7.75,7,9,8,2
542352,2002817,7,8.25,,,6.83,5.25,7.4,7.5,,8.4,,2
542353,2002818,8.5,8.75,,,7.42,5,6.6,6.5,,6.2,,2
542354,2002819,6.5,7.5,,,5.92,3.75,8.6,6.25,,6.8,,2
542355,2002820,,,7.75,6.58,,,7,6.25,4.75,8.6,7.25,2
542356,2002821,,,6.5,5.25,,,7.8,5.25,4.75,7.6,4.5,2
542357,2002822,7,9.25,,,7.75,7,5.6,6.25,,6.8,,2
542358,2002823,,,5.75,5.5,,,7,7.25,4,7.2,6.75,2
542359,2002824,7.5,9,,,7.67,6.5,8.2,7,,6.6,,2
542360,2002825,7.75,8,,,7,5.25,8.4,7,,8,,2
542361,2002826,,,6.25,7.25,,,8.4,7.5,7.5,8.8,8,2
542362,2002827,7,8.5,,,7.83,8,7.8,7.25,,8.4,,2
542363,2002828,6.25,7.75,,,6.17,4.5,7.6,7.25,,7.2,,2
542364,2002829,7.25,7.75,,,6.25,3.75,8.4,6.25,,5.8,,2
542365,2002830,6,7.25,,,5.67,3.75,3.4,7.25,,6.2,,2
542366,2002831,8,9.75,,,7.92,6,8.2,7,,7.2,,2
542367,2002832,,,7.25,6.75,,,6.8,7.25,5.75,8.4,7.25,2
542368,2002834,6.5,7.75,,,6.67,5.75,7.2,8.25,,7.6,,2
542369,2002835,7.75,9,,,7.58,6,7.6,6.5,,7.2,,2
542370,2002836,7.75,8.5,,,7.5,6.25,4.8,7.5,,5.8,,2
542371,2002837,6.25,7,,,5.83,4.25,5.2,8,,5,,2
542372,2002838,,,5.75,6.42,,,6.6,7.25,6.75,7.6,6.75,2
542373,2002839,,,5.75,5.75,,,5,5,4.75,8.2,6.75,2
542374,2002840,,,7.5,7.08,,,6.2,7.25,7.75,8,6,2
542375,2002841,6.75,8.5,,,6.75,5,5.4,6.5,,7,,2
542376,2002842,6.25,7.25,,,5.92,4.25,6.6,7.25,,6.4,,2
542377,2002843,,,6.5,5.58,,,6.2,7.25,4,7,6.25,2
542378,2002844,,,5.25,6,,,7.8,6,5.75,7.2,7,2
542379,2002845,7.5,9.25,,,8.17,7.75,5.4,8,,6,,2
542380,2002846,9,9.5,,,8.92,8.25,9.2,6.25,,7.8,,2
542381,2002847,,,4.5,4.67,,,,7.5,4.25,6.6,5.25,2
542382,2002848,7,6.75,,,5.5,2.75,4.6,7.5,,6.2,,2
542383,2002849,7.5,9,,,7.17,5,4.2,6.25,,5.2,,2
542384,2002850,,,7.75,6.67,,,6.8,7.5,5.25,8.4,7,2
542385,2002851,7.25,7.25,,,6.5,5,6,6.5,,5,,2
542386,2002852,7,9.25,,,6.83,4.25,8.2,6.75,,8.2,,2
542387,2002853,7.25,8,,,6.75,5,4.8,6.5,,7,,2
542388,2002854,5.75,7.75,,,6.58,6.25,5.2,6,,6.4,,2
542389,2002855,,,7,6.75,,,9.2,7,5,8.4,8.25,2
542390,2002856,,,3.5,5.58,,,6.8,7,5.5,7.6,7.75,2
542391,2002857,,,8.25,6.83,,,6.8,6.75,7,7.4,5.25,2
542392,2002858,7.75,8.5,,,7.58,6.5,6.6,6,,7.8,,2
542393,2002859,7.75,8.5,,,6.5,3.25,6.8,6,,8.2,,2
542394,2002860,5,7.5,,,6.08,5.75,6.6,6.5,,7,,2
542395,2002861,,,5.75,5.75,,,9.2,7.25,5.5,7.4,6,2
542396,2002862,,,6,6.42,,,7.8,7,6.5,8,6.75,2
542397,2002863,,,7.25,7.17,,,6.6,6.5,5.5,7.4,8.75,2
542398,2002864,,,4.5,4.92,,,3.8,6,5.25,7.8,5,2
542399,2002865,,,5.75,5.75,,,6,6,5.5,7.6,6,2
542400,2002866,7.5,8.75,,,7.83,7.25,7.8,7.5,,7.6,,2
542401,2002867,8,7.5,,,7.33,6.5,4.8,5.75,,7.8,,2
542402,2002868,,,6.5,6.5,,,8.6,5.25,5.5,7.8,7.5,2
542403,2002869,7.25,7.75,,,6.42,4.25,8.4,6,,7.2,,2
542404,2002870,6,8.25,,,6.5,5.25,4,6.25,,5.6,,2
542405,2002871,,,4.75,5.75,,,7.4,7.5,4.25,8,8.25,2
542406,2002872,,,7.5,6.83,,,4.6,5.25,6.25,6.6,6.75,2
542407,2002873,,,7.5,6.5,,,6.2,3.75,7.25,8,4.75,2
542408,2002874,,,8.75,8.33,,,8.2,6,8.5,8.4,7.75,2
542409,2002875,,,7,6.5,,,7.8,6.5,5.5,7.8,7,2
542410,2002876,7.75,9.25,,,7.92,6.75,8.6,5,,4,,2
542411,2002877,,,7,6.92,,,6.4,6.75,6,9,7.75,2
542412,2002878,,,6.5,5.92,,,8,4.5,5.75,7.2,5.5,2
542413,2002879,,,7.75,6.83,,,5.8,6,5.75,6.8,7,2
542414,2002880,7.5,8.75,,,6.83,4.25,7.2,6.25,,7.2,,2
542415,2002881,6.75,8.25,,,6.83,5.5,7.4,5.75,,6.2,,2
542416,2002882,6.75,7.25,,,6.75,6.25,6.4,6.75,,7.2,,2
542417,2002883,7.5,8,,,7.5,7,7.6,7,,8.2,,2
542418,2002884,,,7.25,6.33,,,5.6,6.5,4.75,7.6,7,2
542419,2002885,6.25,7.25,,,6.5,6,6,5.5,,7,,2
542420,2002886,,,6.75,5.83,,,8.4,6.5,3.75,7.6,7,2
542421,2002887,,,5.5,5.75,,,8.6,6.75,3.5,7.2,8.25,2
542422,2002888,,,9.25,7.75,,,5.6,6,7,9,7,2
542423,2002889,8,9.75,,,8.5,7.75,4.6,6.75,,8.2,,2
542424,2002890,,,6,6.5,,,4.8,7.5,6,7,7.5,2
542425,2002891,,,7.5,7.17,,,9.4,6,6.5,8.6,7.5,2
542426,2002892,7,9,,,7.42,6.25,7,5.75,,5.4,,2
542427,2002893,6.75,9.5,,,8.17,8.25,7.6,6,,7,,2
542428,2002894,7.75,9.5,,,6.92,3.5,6.2,7,,7.6,,2
542429,2002895,5.5,8,,,6.42,5.75,4.2,6.75,,8,,2
542430,2002896,6.25,8,,,6.33,4.75,8.4,7.5,,7.4,,2
542431,2002897,6.25,8,,,6.08,4,7.8,6.25,,8,,2
542432,2002898,,,6.25,6.17,,,8,6.75,6.25,7,6,2
542433,2002899,,,5.75,4.75,,,3.2,6,3.5,5.8,5,2
542434,2002900,6.25,7.25,,,6.83,7,4.8,6,,5.2,,2
542435,2002901,7.25,8.75,,,7.58,6.75,6.4,6.5,,4.6,,2
542436,2002902,,,5,5.17,,,6,5.75,4,7.4,6.5,2
542437,2002903,7.5,8.75,,,7.5,6.25,7.8,6.75,,6.6,,2
542438,2002904,6,7.5,,,6.25,5.25,2.8,6.25,,5.4,,2
542439,2002905,,,7,6.67,,,7.2,6.75,6,8.6,7,2
542440,2002906,7.25,9,,,7.42,6,4.4,7.25,,7.4,,2
542441,2002907,,,5.75,6.42,,,6.8,6.25,5.5,8,8,2
542442,2002908,,,3.5,4.92,,,7,7,4,8,7.25,2
542443,2002909,8,8.25,,,7,4.75,7,7,,7.6,,2
542444,2002910,6.5,8.75,,,7,5.75,7.4,7.75,,7.6,,2
542445,2002911,,,7.5,6.08,,,7,6.5,4,7.6,6.75,2
542446,2002912,6.25,8.75,,,6.67,5,7.2,6.5,,6.8,,2
542447,2002913,6,6.5,,,5.42,3.75,4.8,6,,8.4,,2
542448,2002914,7.25,8.25,,,6.75,4.75,7.2,6.75,,7.4,,2
542449,2002915,8.25,8.25,,,7.25,5.25,8.2,7.5,,6,,2
542450,2002916,,,4.5,6,,,6,6.25,5.75,6.6,7.75,2
542451,2002917,6.75,7.25,,,6.25,4.75,6,7,,7,,2
542452,2002918,7,7.75,,,6.25,4,6.4,6.5,,7,,2
542453,2002919,,,5.25,5.83,,,6.6,5.75,6,7.8,6.25,2
542454,2002920,7,9.25,,,6.58,3.5,7.2,6.75,,7.8,,2
542455,2002921,6,7.25,,,5.92,4.5,4.4,6.75,,5.6,,2
542456,2002922,,,7.5,6.83,,,7,6,6.25,7.8,6.75,2
542457,2002923,6.75,7.75,,,7.33,7.5,7.8,6.5,,7,,2
542458,2002924,8,8.75,,,7.5,5.75,5.6,7,,7,,2
542459,2002925,,,6.5,6.42,,,8,7,5.25,8.4,7.5,2
542460,2002926,,,7.75,6.08,,,5.8,7,5.25,6.8,5.25,2
542461,2002927,7.5,9.25,,,8.25,8,8.8,7.75,,8.4,,2
542462,2002928,8.25,8.75,,,7.92,6.75,8,6.75,,7.8,,2
542463,2002929,5.75,8.5,,,6.17,4.25,6,6.5,,7.8,,2
542464,2002930,7.25,9.5,,,7.75,6.5,6.8,7.5,,7.6,,2
542465,2002931,7,8.5,,,6.25,3.25,5.4,6.75,,7,,2
542466,2002932,5.5,7.25,,,5.25,3,4.6,7,,7,,2
542467,2002933,6.5,7,,,6,4.5,6.6,7.25,,7,,2
542468,2002934,6.25,8.25,,,6.08,3.75,5.4,7,,6.8,,2
542469,2002935,7.75,8.5,,,7.17,5.25,8.2,7.75,,8.4,,2
542470,2002936,7,8.5,,,6.92,5.25,8.2,7.25,,7.8,,2
542471,2002937,7,8.75,,,7.58,7,8.6,6.75,,7.4,,2
542472,2002938,6.75,9,,,7.08,5.5,6.6,8.25,,8.2,,2
542473,2002939,6.75,9.25,,,7.08,5.25,7.2,8.5,,8.6,,2
542474,2002940,7.5,9,,,7.58,6.25,8.2,6,,6,,2
542475,2002941,5.25,8,,,6.17,5.25,5,5.75,,7.2,,2
542476,2002942,7.5,7.75,,,6.58,4.5,5.6,6.75,,8.2,,2
542477,2002943,8.75,8.25,,,7.5,5.5,8,7.5,,8.6,,2
542478,2002944,,,7.5,6.42,,,8.6,6.25,6.75,7.2,5,2
542479,2002945,,,6.75,6.17,,,5.8,6,5.25,7.6,6.5,2
542480,2002946,,,6.75,5.58,,,8,6.75,4.5,7.6,5.5,2
542481,2002947,,,7.5,6.25,,,5.6,5.75,6.25,8,5,2
542482,2002948,,,5.25,4.83,,,4,5.25,3.25,5.2,6,2
542483,2002949,,,6,5.5,,,3,6.5,5.25,7.6,5.25,2
542484,2002950,,,4.5,5.83,,,8.6,6.5,5.75,6.8,7.25,2
542485,2002951,,,2.75,4.5,,,4.4,6.5,3.25,7.6,7.5,2
542486,2002952,,,6.75,6.08,,,7.2,6,5.5,8,6,2
542487,2002953,,,5.5,5.33,,,6.6,6.75,3.75,7.6,6.75,2
542488,2002954,,,5.5,4.33,,,5,6.5,3.25,6.6,4.25,2
542489,2002955,,,7.25,6.92,,,6.8,6.25,7,8.4,6.5,2
542490,2002956,8,8,,,7.5,6.5,4.8,4,,4.6,,2
542491,2002957,,,7,6.67,,,8.2,6,6,8.2,7,2
542492,2002958,7,7.5,,,6.33,4.5,4.6,7,,6.4,,2
542493,2002959,,,8.25,7.33,,,4.6,7,6.75,8,7,2
542494,2002960,6.75,7.75,,,6.08,3.75,5.8,7.5,,7.2,,2
542495,2002961,,,7.75,6.67,,,5.4,6.5,3.5,7.8,8.75,2
542496,2002962,,,3.75,4.92,,,6,6.75,5,7.4,6,2
542497,2002963,7.75,8,,,7.42,6.5,6.8,6.5,,8,,2
542498,2002964,,,6,5.83,,,6.8,7.25,4,9.2,7.5,2
542499,2002965,,,8,7.5,,,8.4,6.5,7,8.2,7.5,2
542500,2002966,5.75,7.25,,,5.75,4.25,6.2,7,,8.2,,2
542501,2002967,6,8,,,7,7,6.2,6.5,,7.2,,2
542502,2002968,,,6.75,6.25,,,,6,5,7.2,7,2
542503,2002969,,,6.5,6.75,,,7.2,7.25,5.25,8.6,8.5,2
542504,2002970,6.75,8.25,,,6,3,6,7.25,,6.6,,2
542505,2002971,,,5.75,5.75,,,6.4,6,5.5,7.8,6,2
542506,2002972,7.25,7.75,,,6.75,5.25,6.4,7,,7.2,,2
542507,2002973,,,3.25,3.25,,,4.8,6.75,2.5,5.6,4,2
542508,2002974,6.75,8.25,,,6.67,5,5.6,7.25,,6,,2
542509,2002975,,,7.75,6.83,,,4.2,6.75,5.75,6.6,7,2
542510,2002976,,,7.75,6.75,,,5.4,6.5,5.75,7.4,6.75,2
542511,2002977,8,8.25,,,7.83,7.25,7.4,5.75,,7.2,,2
542512,2002978,6.5,8.5,,,7,6,8.4,7.5,,8.8,,2
542513,2002979,7.75,9.25,,,6.92,3.75,6.6,6,,7,,2
542514,2002980,6.25,6.5,,,6.42,6.5,9.4,6.25,,6.4,,2
542515,2002981,,,7.75,6.92,,,6.8,6.75,4.75,8.8,8.25,2
542516,2002982,,,6.75,5.5,,,7.2,5,4,8.8,5.75,2
542517,2002983,,,6.75,6.17,,,4.6,6.25,4.5,8.4,7.25,2
542518,2002984,7.25,9,,,7,4.75,5.4,4.5,,5.4,,2
542519,2002985,6.5,8.75,,,6.75,5,8.2,6.75,,6.4,,2
542520,2002986,7.25,9,,,6.92,4.5,7,6.5,,7.2,,2
542521,2002987,7.75,8.25,,,7.33,6,8.6,6.5,,7.2,,2
542522,2002988,7.25,8.25,,,7.42,6.75,8,8.25,,8.2,,2
542523,2002989,,,4.75,5.75,,,7.4,6.5,5.25,8.2,7.25,2
542524,2002990,,,5.5,5.58,,,5.4,5.5,5.25,6.6,6,2
542525,2002991,,,5.5,5.92,,,5,7.25,5.5,7,6.75,2
542526,2002992,,,8.25,6.17,,,4.8,6.75,4.5,6.8,5.75,2
542527,2002993,,,7.75,7.25,,,7.2,6.5,6.5,6.8,7.5,2
542528,2002994,,,5.75,5.75,,,6.4,7.25,6.25,6.4,5.25,2
542529,2002995,,,4.75,4.42,,,5.2,6.75,3.75,8.2,4.75,2
542530,2002996,,,4.5,5.92,,,6.8,5.5,5.75,8.4,7.5,2
542531,2002997,,,7.5,7.25,,,7.8,5.75,6,8.4,8.25,2
542532,2002998,7.75,8.5,,,7.08,5,7.4,7.25,,7.4,,2
542533,2002999,,,6.75,6.67,,,6.8,6.5,6,8.4,7.25,2
542534,2003000,,,5,5.75,,,8,7.75,6.25,8,6,2
542535,2003001,,,7.25,7.08,,,6.2,7.5,6.5,8.4,7.5,2
542536,2003002,,,8.5,7.5,,,7,7,7,9,7,2
542537,2003003,,,5.75,5.75,,,5.6,6.75,3.25,8.6,8.25,2
542538,2003004,,,5,4.5,,,6.8,7.25,3,8,5.5,2
542539,2003005,,,7.75,6.17,,,7.4,6.5,5.75,8.4,5,2
542540,2003006,,,8,7.17,,,8.6,6,5.5,8.6,8,2
542541,2003007,,,4.75,4.75,,,5.6,6.75,4.5,6.6,5,2
542542,2003008,,,5,5.67,,,8.2,6.75,5,7.8,7,2
542543,2003009,,,4.5,5.58,,,6.8,6.5,5.25,8.4,7,2
542544,2003010,,,4.75,4.92,,,8.4,5.5,3.75,8.2,6.25,2
542545,2003011,,,5,5.67,,,8.6,5,6.5,7.2,5.5,2
542546,2003012,,,7.5,7.17,,,7.8,6.5,7.75,8.6,6.25,2
542547,2003013,,,8.25,7.42,,,6.6,6.75,6.75,7.8,7.25,2
542548,2003014,,,6,6.42,,,8.6,5.75,5,8.6,8.25,2
542549,2003015,,,6.75,4.83,,,5,7.5,4.75,7.2,3,2
542550,2003016,,,6.5,6.83,,,8.8,6,6.25,8.2,7.75,2
542551,2003017,,,6,5.83,,,9,7.5,5,7,6.5,2
542552,2003018,,,8,6.5,,,,6,5.75,7.8,5.75,2
542553,2003019,,,6.5,6.42,,,8.8,7,5.75,7.6,7,2
542554,2003020,,,7.75,6.58,,,4,6.5,5,8.2,7,2
542555,2003021,,,7.25,6.33,,,6.6,6.5,3.75,7.8,8,2
542556,2003022,,,6.25,6.67,,,5.2,6.75,6,7.6,7.75,2
542557,2003023,,,7.5,7.42,,,7.2,5.5,8.25,8,6.5,2
542558,2003024,,,7.25,5.42,,,5.6,6.5,4.75,7.6,4.25,2
542559,2003025,,,4.5,5.08,,,8,6.25,5.25,7.8,5.5,2
542560,2003026,,,6.25,6.5,,,3.8,6.75,6,7,7.25,2
542561,2003027,,,7.75,6.58,,,7.4,7.25,5.5,8,6.5,2
542562,2003028,,,6.75,7,,,8.4,5.75,6.25,9,8,2
542563,2003029,,,7.25,7.33,,,6.2,6.75,7,8.8,7.75,2
542564,2003030,,,5,5.67,,,7.6,7.75,5.25,8.6,6.75,2
542565,2003031,,,6.25,6.58,,,8,7.5,6.25,8.2,7.25,2
542566,2003032,,,5.75,5.92,,,7.2,6.75,4.5,8.2,7.5,2
542567,2003033,,,6.75,6,,,5,6.5,3.5,8.2,7.75,2
542568,2003034,,,7.25,6.17,,,3.6,7,4.25,7.2,7,2
542569,2003035,,,5,5.67,,,5.8,8,6.5,7.6,5.5,2
542570,2003036,,,7.25,6.33,,,7.6,7.5,5.75,8.6,6,2
542571,2003037,,,7.75,7.5,,,4.4,7.25,7.5,8.4,7.25,2
542572,2003038,,,3.75,5,,,3,7.25,5.25,6,6,2
542573,2003039,,,7.75,7.08,,,,7.5,7.25,9,6.25,2
542574,2003040,,,7.5,7.17,,,4.8,7,6.25,8.4,7.75,2
542575,2003041,,,7.5,7.17,,,5.4,5.75,6.25,7.8,7.75,2
542576,2003042,,,6,5.92,,,8.6,3.5,4.75,6.8,7,2
542577,2003043,,,6.75,5.33,,,5.6,6.5,4.25,7.2,5,2
542578,2003044,,,4.75,5.17,,,8,6.75,4.75,8.2,6,2
542579,2003045,,,4.5,4.92,,,8.2,6,3.75,8,6.5,2
542580,2003046,,,7.75,7.67,,,,6.75,8.25,8,7,2
542581,2003047,,,7,6.75,,,5.6,6.25,6.75,7.4,6.5,2
542582,2003048,,,8.5,7.58,,,6.4,6.5,8.25,9.2,6,2
542583,2003049,,,7.75,7.67,,,6.4,7.5,7.25,8.4,8,2
542584,2003050,,,5.75,5.75,,,7.2,7.75,5,7.4,6.5,2
542585,2003051,,,5.5,5.67,,,8.4,5.75,3.75,7.8,7.75,2
542586,2003052,,,7,6.42,,,4.6,6.75,6.25,7.6,6,2
542587,2003053,,,6.75,7.17,,,6.8,7.5,7,8,7.75,2
542588,2003054,,,8,6,,,5.8,7,6.25,7.6,3.75,2
542589,2003055,,,3.75,4.08,,,4.2,7.25,3.5,6.8,5,2
542590,2003056,,,6,5.83,,,8.2,8.25,4.75,7,6.75,2
542591,2003057,,,8,7.25,,,6.8,6.75,6.75,8.8,7,2
542592,2003058,,,7,5.83,,,8.2,8,4.5,8,6,2
542593,2003059,,,7.25,6.25,,,6.2,7.25,6,8,5.5,2
542594,2003060,,,6.5,6.33,,,4.8,8,5.25,7.2,7.25,2
542595,2003061,,,6.25,6.17,,,6.8,7.75,4.5,8.4,7.75,2
542596,2003062,,,7.25,6.33,,,8.2,7.5,6.25,8.4,5.5,2
542597,2003063,,,6,6.67,,,8.2,7,6.5,7.6,7.5,2
542598,2003064,4.5,7.75,,,5.92,5.5,5.2,5.25,,5,,2
542599,2003065,,,6.25,6.5,,,6.4,6,6,8.2,7.25,2
542600,2003066,,,8.5,7,,,7.6,7,6.25,7.4,6.25,2
542601,2003067,,,6.75,7,,,3.6,7,6.5,8.2,7.75,2
542602,2003068,,,8,6.42,,,5.2,6.5,5.25,8.8,6,2
542603,2003069,,,5,5.83,,,6.4,7.25,6,7.2,6.5,2
542604,2003070,,,7.5,6.17,,,6.6,6.25,5.75,8.2,5.25,2
542605,2003071,,,6.5,7.08,,,8.2,5.75,6.5,8.4,8.25,2
542606,2003072,,,5.75,6.67,,,8.2,6.25,6.75,7.6,7.5,2
542607,2003073,,,5.75,6,,,7.8,4.75,6,8.4,6.25,2
542608,2003074,,,5.25,6.75,,,5.8,7,6.75,7.6,8.25,2
542609,2003075,,,5,5.25,,,6,6,5.25,7.8,5.5,2
542610,2003076,,,6.25,6,,,5.6,6.25,4.75,7.8,7,2
542611,2003077,,,5.75,5.25,,,7.6,6.75,3.5,7.2,6.5,2
542612,2003078,,,7.25,7.42,,,8,5.75,7,8.8,8,2
542613,2003079,,,6.5,6.25,,,8.6,6.25,5,7.2,7.25,2
542614,2003080,,,6,6,,,5.4,6.75,4.75,7.4,7.25,2
542615,2003081,,,7,6.83,,,7,6.25,7,7.8,6.5,2
542616,2003082,,,7.5,7.17,,,6.6,6.25,6.5,8.4,7.5,2
542617,2003083,,,6.25,6.58,,,8.6,7.25,5.5,8.2,8,2
542618,2003084,,,5,5,,,4.8,5.5,3.75,8.6,6.25,2
542619,2003085,,,7.75,7.33,,,6.2,8,7.25,8,7,2
542620,2003086,,,8,7.5,,,6.4,6.25,6.75,8.4,7.75,2
542621,2003087,,,7.75,7.83,,,8.2,8,6.75,7.8,9,2
542622,2003088,,,4.5,6,,,8.8,7,6,8.2,7.5,2
542623,2003089,4.5,5.25,,,4.5,3.75,5,6,,5.2,,2
542624,2003090,6.75,8,,,6.42,4.5,4.6,7.25,,7.8,,2
542625,2003091,7,8.5,,,6.75,4.75,7.2,6.75,,7.2,,2
542626,2003092,,,5.5,5.75,,,7.4,8,4,8,7.75,2
542627,2003093,,,6,5.58,,,7.8,7.25,6,8,4.75,2
542628,2003094,8.5,9.75,,,7.58,4.5,7,6.5,,6.2,,2
542629,2003095,8.5,9,,,8,6.5,6.2,7.25,,8.2,,2
542630,2003096,5.5,8.25,,,6.25,5,5,7.5,,7,,2
542631,2003097,8,9.25,,,8,6.75,8.6,7.25,,6.2,,2
542632,2003098,,,6,5.67,,,5.4,8,5,7.2,6,2
542633,2003099,5.75,8.25,,,6.17,4.5,5.4,7.5,,6.6,,2
542634,2003100,6.25,8,,,6.33,4.75,5.4,7.75,,6.8,,2
542635,2003101,8.25,8,,,7.25,5.5,3.8,7,,7.8,,2
542636,2003102,7.25,7.75,,,6.67,5,5.8,6.5,,5.4,,2
542637,2003103,,,8,7.58,,,7.4,7.25,7,9.2,7.75,2
542638,2003104,6.25,8.75,,,6.83,5.5,5.4,7.5,,7.6,,2
542639,2003105,,,7,5.58,,,5.8,7.5,5.25,7.4,4.5,2
542640,2003106,6.75,7.75,,,6,3.5,3.8,6,,7.8,,2
542641,2003107,,,5.25,6.42,,,7.8,6.5,6.5,7.4,7.5,2
542642,2003108,6.75,8.75,,,7.17,6,5.2,7,,4.2,,2
542643,2003109,6.5,5.75,,,5.5,4.25,4.8,7,,7.4,,2
542644,2003110,6.75,8,,,6,3.25,4.2,6.5,,7,,2
542645,2003111,7,8.25,,,6.92,5.5,8.8,7,,7.6,,2
542646,2003112,,,5.75,6.25,,,5,6.5,6.5,7.2,6.5,2
542647,2003113,7,8.5,,,6.92,5.25,7.4,7,,7.4,,2
542648,2003114,6.25,7,,,5.58,3.5,8.6,7.25,,6.6,,2
542649,2003115,,,5.5,5.92,,,6.2,7,4.5,8.8,7.75,2
542650,2003116,,,3.5,5.25,,,6.4,6.25,4.5,7.4,7.75,2
542651,2003117,,,7.5,6.5,,,6.6,7,4.25,7,7.75,2
542652,2003118,,,6.75,7.33,,,8,7,7.25,8.6,8,2
542653,2003119,,,7.25,7.25,,,9.2,7.75,6.25,8.4,8.25,2
542654,2003120,6.5,6.5,,,5.75,4.25,7.2,6.25,,6,,2
542655,2003121,6.25,6.75,,,5.42,3.25,6.4,7.5,,4,,2
542656,2003122,6.75,8.75,,,7.67,7.5,4.8,7.5,,7.8,,2
542657,2003123,6,8.5,,,6.25,4.25,4.4,7.25,,6.8,,2
542658,2003124,,,7,6.58,,,4.4,5.75,5,7.8,7.75,2
542659,2003125,8,9,,,6.75,3.25,5,5.5,,7.6,,2
542660,2003126,,,7,7.08,,,7.8,6.5,7.75,8.4,6.5,2
542661,2003127,,,5.5,5.92,,,4.2,7.25,5.75,7.8,6.5,2
542662,2003128,5.5,7.75,,,6.17,5.25,4.4,7,,5.4,,2
542663,2003129,,,5.5,4.33,,,4.6,7.5,4,7.2,3.5,2
542664,2003130,,,6,6.33,,,7.2,7.25,5.5,7.8,7.5,2
542665,2003131,7.25,8.25,,,6.5,4,4.2,7.25,,4.8,,2
542666,2003132,,,7.75,7.17,,,5.4,7,6,7.8,7.75,2
542667,2003133,6.25,9,,,6.58,4.5,4.4,6.5,,5.2,,2
542668,2003134,7.25,9.25,,,8.08,7.75,7.2,7.25,,7,,2
542669,2003135,,,8,6.42,,,7,7.25,6.75,7.8,4.5,2
542670,2003136,,,7.5,7.42,,,4.6,7.25,7,8,7.75,2
542671,2003137,,,7,7.33,,,5.4,7.25,7.5,9,7.5,2
542672,2003138,,,5.75,5.83,,,8.6,6.75,5.75,8,6,2
542673,2003139,,,8,8,,,5.6,7.5,8,7.2,8,2
542674,2003140,,,5.75,4.92,,,4.8,5.75,5.25,6.4,3.75,2
542675,2003141,5.5,8,,,5.67,3.5,6.2,4.5,,6.8,,2
542676,2003142,,,6.5,6.58,,,4.2,6,6,7.8,7.25,2
542677,2003143,,,5.75,6.08,,,4.8,6.75,5.75,6.8,6.75,2
542678,2003144,,,7.75,6.83,,,5.4,7.25,7.25,8.6,5.5,2
542679,2003145,,,8,7.17,,,7.6,7,6.25,8.6,7.25,2
